isbn_a,isbn_b,title_a,title_b,category_a,category_b,cross_category,reciprocal,rank_score,hub_correction,weight,recommendation_validation
9791158510619,9791158883591,타이탄의 도구들 :1만 시간의 법칙을 깬 거인들의 61가지 전략,부자 아빠 가난한 아빠 :20주년 특별 기념판,사회과학,사회과학,False,False,0.2,0.668,0.1336,0
9791193506516,9791198682505,(2500년 동안 사랑받은) 초역 부처의 말 :행복으로 가는 길은 없다 행복이 곧 길이다,나를 소모하지 않는 현명한 태도에 관하여,종교,철학,True,False,0.2,0.668,0.1336,1
9788934965404,9791168127531,국어 잘하는 아이가 이깁니다 :'갓민애' 교수의 초등 국어 달인 만들기,"최민준의 아들코칭 백과 :기질 파악부터 말공부, 사회성, 감정코칭까지",사회과학,기술과학,True,False,0.2,0.668,0.1336,1
9788954651820,9788954681179,내게 무해한 사람 :최은영 소설,밝은 밤 :최은영 장편소설,문학,문학,False,False,0.2,0.668,0.1336,1
9788936438838,9791170610359,아버지의 해방일지 :정지아 장편소설,시대예보 :핵개인의 시대 =Forecast of the times : era of nuclear individuals,문학,사회과학,True,False,0.7,0.185,0.1297,1
9788936438838,9791190382502,아버지의 해방일지 :정지아 장편소설,"모든 것은 기본에서 시작한다 :실력도 기술도 사람 됨됨이도, 기본을 지키는 손웅정의 삶의 철학",문학,예술,True,False,0.7,0.185,0.1297,1
9788936438838,9791197377143,아버지의 해방일지 :정지아 장편소설,"어서오세요, 휴남동 서점입니다 :황보름 장편소설",문학,문학,False,False,0.7,0.185,0.1297,1
9788936438838,9791130648385,아버지의 해방일지 :정지아 장편소설,인생은 순간이다 :삶이라는 타석에서 평생 지켜온 철학,문학,예술,True,False,0.7,0.185,0.1297,1
9788936438838,9791198013026,아버지의 해방일지 :정지아 장편소설,(이미 늦었다고 생각하는 당신을 위한) 김미경의 마흔 수업,문학,사회과학,True,False,0.7,0.185,0.1297,1
9788936438838,9791140702589,아버지의 해방일지 :정지아 장편소설,당신도 느리게 나이 들 수 있습니다 :나이가 들어도 몸의 시간을 젊게,문학,기술과학,True,False,0.7,0.185,0.1297,1
9791192300818,9791198553317,마흔에 읽는 쇼펜하우어 :마음의 위기를 다스리는 철학 수업,내 몸 혁명 :뱃살과 질병 없이 살려면 숫자보다 몸을 바꿔라,철학,기술과학,True,False,0.4,0.321,0.1285,0
9791192300818,9791193128428,마흔에 읽는 쇼펜하우어 :마음의 위기를 다스리는 철학 수업,"(펼치는 순간 단숨에 6,000년 역사가 읽히는) 요즘 어른을 위한 최소한의 세계사",철학,역사,True,False,0.4,0.321,0.1285,0
9791130648385,9791192300818,인생은 순간이다 :삶이라는 타석에서 평생 지켜온 철학,마흔에 읽는 쇼펜하우어 :마음의 위기를 다스리는 철학 수업,예술,철학,True,False,0.4,0.321,0.1285,0
9788997575169,9791198517425,원씽 :복잡한 세상을 이기는 단순함의 힘,불변의 법칙 :절대 변하지 않는 것들에 대한 23가지 이야기,사회과학,사회과학,False,False,0.3,0.426,0.1277,0
9791130646381,9791169850445,이처럼 사소한 것들 :클레어 키건 소설,남에게 보여주려고 인생을 낭비하지 마라 :쇼펜하우어 소품집,문학,철학,True,False,0.3,0.426,0.1277,0
9788954681155,9791130646381,홍학의 자리 :정해연 장편소설,이처럼 사소한 것들 :클레어 키건 소설,문학,문학,False,False,0.3,0.426,0.1277,0
9791130646381,9791189327156,이처럼 사소한 것들 :클레어 키건 소설,"물고기는 존재하지 않는다 :상실, 사랑 그리고 숨어 있는 삶의 질서에 관한 이야기",문학,자연과학,True,False,0.3,0.426,0.1277,1
9788901276533,9791198682505,나는 메트로폴리탄 미술관의 경비원입니다 :가장 경이로운 세계 속으로 숨어버린 한 남자의 이야기,나를 소모하지 않는 현명한 태도에 관하여,문학,철학,True,False,0.3,0.426,0.1277,1
9791167740984,9791192836188,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",문과 남자의 과학 공부 :나는 무엇이고 왜 존재하며 어디로 가는가?,철학,자연과학,True,False,0.6,0.21,0.1263,1
9791167740984,9791169850445,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",남에게 보여주려고 인생을 낭비하지 마라 :쇼펜하우어 소품집,철학,철학,False,False,0.6,0.21,0.1263,1
9791161571188,9791196316808,불편한 편의점 :김호연 장편소설,공부머리 독서법 :실현 가능하고 지속 가능한 독서교육의 모든 것,문학,총류,True,False,0.8,0.155,0.1242,1
9788936434120,9788954651134,소년이 온다 :한강 장편소설,흰 :한강 소설,문학,문학,False,False,0.3,0.405,0.1214,1
9788901260716,9791191056372,역행자 :돈·시간·운명으로부터 완전한 자유를 얻는 7단계 인생 공략집,돈의 심리학 :당신은 왜 부자가 되지 못했는가,사회과학,사회과학,False,False,0.3,0.405,0.1214,0
9791140702589,9791168473690,당신도 느리게 나이 들 수 있습니다 :나이가 들어도 몸의 시간을 젊게,세이노의 가르침 :피보다 진하게 살아라,기술과학,사회과학,True,False,0.5,0.239,0.1193,0
9791162540640,9791168473690,아주 작은 습관의 힘 :최고의 변화는 어떻게 만들어지는가,세이노의 가르침 :피보다 진하게 살아라,철학,사회과학,True,False,0.5,0.239,0.1193,1
9791168473690,9791190538510,세이노의 가르침 :피보다 진하게 살아라,만일 내가 인생을 다시 산다면 :벌써 마흔이 된 당신에게 해 주고 싶은 말들 42,사회과학,철학,True,False,0.5,0.239,0.1193,1
9788954682152,9788998441012,작별하지 않는다 :한강 장편소설,모순 :양귀자 장편소설,문학,문학,False,False,0.4,0.282,0.1129,0
9788936438838,9791168473690,아버지의 해방일지 :정지아 장편소설,세이노의 가르침 :피보다 진하게 살아라,문학,사회과학,True,False,0.6,0.185,0.1111,1
9788936434120,9788936438838,소년이 온다 :한강 장편소설,아버지의 해방일지 :정지아 장편소설,문학,문학,False,True,0.6,0.185,0.1111,0
9791161571188,9791193506202,불편한 편의점 :김호연 장편소설,아이는 무엇으로 자라는가 :세계적 가족 심리학자 버지니아 사티어의 15가지 양육 법칙,문학,기술과학,True,False,0.7,0.155,0.1087,1
9791161571188,9791197377143,불편한 편의점 :김호연 장편소설,"어서오세요, 휴남동 서점입니다 :황보름 장편소설",문학,문학,False,False,0.7,0.155,0.1087,2
9791161571188,9791190313186,불편한 편의점 :김호연 장편소설,지적 대화를 위한 넓고 얕은 지식 :한 권으로 현실 세계를 통달하는 지식 여행서,문학,총류,True,False,0.7,0.155,0.1087,1
9788954681179,9791161571188,밝은 밤 :최은영 장편소설,불편한 편의점 :김호연 장편소설,문학,문학,False,False,0.7,0.155,0.1087,0
9791130689890,9791167740984,내가 틀릴 수도 있습니다 =숲속의 현자가 전하는 마지막 인생수업 /I may be wrong,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",종교,철학,True,False,0.5,0.21,0.1052,1
9791167740984,9791198553317,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",내 몸 혁명 :뱃살과 질병 없이 살려면 숫자보다 몸을 바꿔라,철학,기술과학,True,False,0.5,0.21,0.1052,0
9791167740984,9791193128428,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법","(펼치는 순간 단숨에 6,000년 역사가 읽히는) 요즘 어른을 위한 최소한의 세계사",철학,역사,True,False,0.5,0.21,0.1052,1
9791130648385,9791167740984,인생은 순간이다 :삶이라는 타석에서 평생 지켜온 철학,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",예술,철학,True,False,0.5,0.21,0.1052,0
9788934972464,9791189327156,"사피엔스 :유인원에서 사이보그까지, 인간 역사의 대담하고 위대한 질문","물고기는 존재하지 않는다 :상실, 사랑 그리고 숨어 있는 삶의 질서에 관한 이야기",역사,자연과학,True,False,0.2,0.502,0.1004,0
9788998441012,9791190313186,모순 :양귀자 장편소설,지적 대화를 위한 넓고 얕은 지식 :한 권으로 현실 세계를 통달하는 지식 여행서,문학,총류,True,False,0.2,0.502,0.1004,0
9791169254069,9791197578410,팩토피아 :꼬리에 꼬리를 무는 400가지 사실들,채사장의 지대넓얕 :지적 대화를 위한 넓고 얕은 지식,총류,총류,False,False,0.1,1.0,0.1,0
9791158364120,9791168127531,꽁꽁꽁 캠핑 :윤정주 그림책,"최민준의 아들코칭 백과 :기질 파악부터 말공부, 사회성, 감정코칭까지",문학,기술과학,True,False,0.1,1.0,0.1,0
9788930280228,9791190007320,Why? sports 축구,축구 만화 도감 :재밌을 줄 알았는데 멋있어!,미상,예술,False,False,0.1,1.0,0.1,1
9791130648385,9791165347161,인생은 순간이다 :삶이라는 타석에서 평생 지켜온 철학,나의 돈 많은 고등학교 친구 :슈퍼리치와의 대화에서 찾아낸 부자의 길,예술,사회과학,True,False,0.1,1.0,0.1,0
9788949162041,9791196316808,장군이네 떡집,공부머리 독서법 :실현 가능하고 지속 가능한 독서교육의 모든 것,문학,총류,True,False,0.1,1.0,0.1,0
9788949162539,9791167550712,하하 자매 떡집,"왜 유명한 거야, 이 그림?",문학,예술,True,False,0.1,1.0,0.1,0
9791191496949,9791198179913,(설민석의) 그리스 로마 신화 대모험,설민석의 한국사 대모험,종교,역사,True,False,0.1,1.0,0.1,0
9788936447014,9791158362249,아홉 살 마음 사전,"용기를 내, 비닐장갑! :유설화 그림책",철학,문학,True,False,0.1,1.0,0.1,0
9791192300818,9791198013026,마흔에 읽는 쇼펜하우어 :마음의 위기를 다스리는 철학 수업,(이미 늦었다고 생각하는 당신을 위한) 김미경의 마흔 수업,철학,사회과학,True,False,0.3,0.321,0.0964,1
9791130646381,9791192300818,이처럼 사소한 것들 :클레어 키건 소설,마흔에 읽는 쇼펜하우어 :마음의 위기를 다스리는 철학 수업,문학,철학,True,False,0.3,0.321,0.0964,0
9791190538510,9791192300818,만일 내가 인생을 다시 산다면 :벌써 마흔이 된 당신에게 해 주고 싶은 말들 42,마흔에 읽는 쇼펜하우어 :마음의 위기를 다스리는 철학 수업,철학,철학,False,False,0.3,0.321,0.0964,1
9791168473690,9791191859836,세이노의 가르침 :피보다 진하게 살아라,나는 읽고 쓰고 버린다 :손웅정의 말,사회과학,예술,True,False,0.4,0.239,0.0955,1
9791168473690,9791189686826,세이노의 가르침 :피보다 진하게 살아라,나는 어떻게 삶의 해답을 찾는가 :고명환의 독서 내공,사회과학,총류,True,False,0.4,0.239,0.0955,1
9791168473690,9791193080146,세이노의 가르침 :피보다 진하게 살아라,느리게 나이 드는 습관 :노년내과 의사가 알려주는 감속노화 실천법,사회과학,기술과학,True,False,0.4,0.239,0.0955,0
9788957365793,9791188331796,(EBS 다큐프라임) 자본주의,돈의 속성 :최상위 부자가 말하는 돈에 대한 모든 것,사회과학,사회과학,False,False,0.2,0.474,0.0947,0
9791188331796,9791190382502,돈의 속성 :최상위 부자가 말하는 돈에 대한 모든 것,"모든 것은 기본에서 시작한다 :실력도 기술도 사람 됨됨이도, 기본을 지키는 손웅정의 삶의 철학",사회과학,예술,True,False,0.2,0.474,0.0947,0
9791130689890,9791161571188,내가 틀릴 수도 있습니다 =숲속의 현자가 전하는 마지막 인생수업 /I may be wrong,불편한 편의점 :김호연 장편소설,종교,문학,True,False,0.6,0.155,0.0931,0
9791161571188,9791168127531,불편한 편의점 :김호연 장편소설,"최민준의 아들코칭 백과 :기질 파악부터 말공부, 사회성, 감정코칭까지",문학,기술과학,True,False,0.6,0.155,0.0931,1
9788901260716,9791161571188,역행자 :돈·시간·운명으로부터 완전한 자유를 얻는 7단계 인생 공략집,불편한 편의점 :김호연 장편소설,사회과학,문학,True,False,0.6,0.155,0.0931,1
9791161571188,9791167740984,불편한 편의점 :김호연 장편소설,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",문학,철학,True,False,0.6,0.155,0.0931,0
9788936438838,9791165341909,아버지의 해방일지 :정지아 장편소설,달러구트 꿈 백화점 :주문하신 꿈은 매진입니다,문학,문학,False,False,0.5,0.185,0.0926,1
9788936438838,9791198752406,아버지의 해방일지 :정지아 장편소설,나는 다정한 관찰자가 되기로 했다 :불안에 휘둘리지 않는 단단한 태도에 관하여,문학,기술과학,True,False,0.5,0.185,0.0926,1
9788936438838,9791193080146,아버지의 해방일지 :정지아 장편소설,느리게 나이 드는 습관 :노년내과 의사가 알려주는 감속노화 실천법,문학,기술과학,True,False,0.5,0.185,0.0926,1
9788936438838,9791192625553,아버지의 해방일지 :정지아 장편소설,당신의 인생이 왜 힘들지 않아야 한다고 생각하십니까 :쇼펜하우어 아포리즘,문학,철학,True,False,0.5,0.185,0.0926,0
9788936438838,9788965965046,아버지의 해방일지 :정지아 장편소설,도파민네이션 :쾌락 과잉 시대에서 균형 찾기,문학,철학,True,False,0.5,0.185,0.0926,0
9791191891287,9791198243430,메리골드 마음 세탁소 =윤정은 장편소설 /Marigold mind laundry,(5천년 역사가 단숨에 이해되는) 최소한의 한국사,문학,역사,True,False,0.2,0.448,0.0897,0
9791191043754,9791191891287,세상의 마지막 기차역,메리골드 마음 세탁소 =윤정은 장편소설 /Marigold mind laundry,문학,문학,False,False,0.2,0.448,0.0897,0
9788901276533,9791198517425,나는 메트로폴리탄 미술관의 경비원입니다 :가장 경이로운 세계 속으로 숨어버린 한 남자의 이야기,불변의 법칙 :절대 변하지 않는 것들에 대한 23가지 이야기,문학,사회과학,True,False,0.2,0.426,0.0851,0
9788997575169,9791198013026,원씽 :복잡한 세상을 이기는 단순함의 힘,(이미 늦었다고 생각하는 당신을 위한) 김미경의 마흔 수업,사회과학,사회과학,False,False,0.2,0.426,0.0851,1
9788901276533,9791130689890,나는 메트로폴리탄 미술관의 경비원입니다 :가장 경이로운 세계 속으로 숨어버린 한 남자의 이야기,내가 틀릴 수도 있습니다 =숲속의 현자가 전하는 마지막 인생수업 /I may be wrong,문학,종교,True,False,0.2,0.426,0.0851,1
9788901276533,9791193128428,나는 메트로폴리탄 미술관의 경비원입니다 :가장 경이로운 세계 속으로 숨어버린 한 남자의 이야기,"(펼치는 순간 단숨에 6,000년 역사가 읽히는) 요즘 어른을 위한 최소한의 세계사",문학,역사,True,False,0.2,0.426,0.0851,0
9791130646381,9791170610359,이처럼 사소한 것들 :클레어 키건 소설,시대예보 :핵개인의 시대 =Forecast of the times : era of nuclear individuals,문학,사회과학,True,False,0.2,0.426,0.0851,0
9788901276533,9788968331862,나는 메트로폴리탄 미술관의 경비원입니다 :가장 경이로운 세계 속으로 숨어버린 한 남자의 이야기,방구석 미술관 :가볍고 편하게 시작하는 유쾌한 교양 미술,문학,예술,True,False,0.2,0.426,0.0851,1
9791130646381,9791192625553,이처럼 사소한 것들 :클레어 키건 소설,당신의 인생이 왜 힘들지 않아야 한다고 생각하십니까 :쇼펜하우어 아포리즘,문학,철학,True,False,0.2,0.426,0.0851,1
9788901276533,9791192836188,나는 메트로폴리탄 미술관의 경비원입니다 :가장 경이로운 세계 속으로 숨어버린 한 남자의 이야기,문과 남자의 과학 공부 :나는 무엇이고 왜 존재하며 어디로 가는가?,문학,자연과학,True,False,0.2,0.426,0.0851,1
9788954682152,9791193080146,작별하지 않는다 :한강 장편소설,느리게 나이 드는 습관 :노년내과 의사가 알려주는 감속노화 실천법,문학,기술과학,True,False,0.3,0.282,0.0847,0
9788954682152,9791198243430,작별하지 않는다 :한강 장편소설,(5천년 역사가 단숨에 이해되는) 최소한의 한국사,문학,역사,True,False,0.3,0.282,0.0847,0
9788954682152,9791192625553,작별하지 않는다 :한강 장편소설,당신의 인생이 왜 힘들지 않아야 한다고 생각하십니까 :쇼펜하우어 아포리즘,문학,철학,True,False,0.3,0.282,0.0847,0
9788934972464,9788954682152,"사피엔스 :유인원에서 사이보그까지, 인간 역사의 대담하고 위대한 질문",작별하지 않는다 :한강 장편소설,역사,문학,True,False,0.3,0.282,0.0847,0
9788954681179,9788954682152,밝은 밤 :최은영 장편소설,작별하지 않는다 :한강 장편소설,문학,문학,False,False,0.3,0.282,0.0847,0
9788901276533,9791167740984,나는 메트로폴리탄 미술관의 경비원입니다 :가장 경이로운 세계 속으로 숨어버린 한 남자의 이야기,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",문학,철학,True,False,0.4,0.21,0.0842,2
9791167740984,9791198243430,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",(5천년 역사가 단숨에 이해되는) 최소한의 한국사,철학,역사,True,False,0.4,0.21,0.0842,0
9791167740984,9791190382502,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법","모든 것은 기본에서 시작한다 :실력도 기술도 사람 됨됨이도, 기본을 지키는 손웅정의 삶의 철학",철학,예술,True,False,0.4,0.21,0.0842,1
9788968331862,9791191114225,방구석 미술관 :가볍고 편하게 시작하는 유쾌한 교양 미술,작별인사 :김영하 장편소설,예술,문학,True,False,0.1,0.834,0.0834,0
9791188073382,9791190382502,축구를 하며 생각한 것들 :손흥민 첫 에세이,"모든 것은 기본에서 시작한다 :실력도 기술도 사람 됨됨이도, 기본을 지키는 손웅정의 삶의 철학",미상,예술,False,False,0.1,0.834,0.0834,1
9791165341909,9791191824001,달러구트 꿈 백화점 :주문하신 꿈은 매진입니다,지구 끝의 온실 :김초엽 장편소설,문학,문학,False,False,0.1,0.834,0.0834,0
9788950983079,9791197578410,정재승의 인간 탐구 보고서,채사장의 지대넓얕 :지적 대화를 위한 넓고 얕은 지식,기술과학,총류,True,False,0.1,0.834,0.0834,0
9788950941819,9791193506202,"(세상에서 가장 쉬운) 본질육아 :삶의 근본을 보여주는 부모, 삶을 스스로 개척하는 아이",아이는 무엇으로 자라는가 :세계적 가족 심리학자 버지니아 사티어의 15가지 양육 법칙,기술과학,기술과학,False,False,0.1,0.834,0.0834,0
9788936434120,9791189327156,소년이 온다 :한강 장편소설,"물고기는 존재하지 않는다 :상실, 사랑 그리고 숨어 있는 삶의 질서에 관한 이야기",문학,자연과학,True,False,0.2,0.405,0.0809,0
9788936434120,9791130646381,소년이 온다 :한강 장편소설,이처럼 사소한 것들 :클레어 키건 소설,문학,문학,False,False,0.2,0.405,0.0809,1
9788901260716,9791192300245,역행자 :돈·시간·운명으로부터 완전한 자유를 얻는 7단계 인생 공략집,마흔에 읽는 니체 =지금 이순간을 살기 위한 철학 수업 /Nietzsche,사회과학,철학,True,False,0.2,0.405,0.0809,0
9788901260716,9788936438838,역행자 :돈·시간·운명으로부터 완전한 자유를 얻는 7단계 인생 공략집,아버지의 해방일지 :정지아 장편소설,사회과학,문학,True,False,0.4,0.185,0.0741,1
9788936438838,9788954699914,아버지의 해방일지 :정지아 장편소설,하얼빈 :김훈 장편소설,문학,문학,False,False,0.4,0.185,0.0741,0
9788954677158,9791198752406,긴긴밤,나는 다정한 관찰자가 되기로 했다 :불안에 휘둘리지 않는 단단한 태도에 관하여,문학,기술과학,True,False,0.1,0.737,0.0737,0
9788997575169,9791168473690,원씽 :복잡한 세상을 이기는 단순함의 힘,세이노의 가르침 :피보다 진하게 살아라,사회과학,사회과학,False,False,0.3,0.239,0.0716,1
9791168473690,9791170610359,세이노의 가르침 :피보다 진하게 살아라,시대예보 :핵개인의 시대 =Forecast of the times : era of nuclear individuals,사회과학,사회과학,False,False,0.3,0.239,0.0716,0
9791168473690,9791190382502,세이노의 가르침 :피보다 진하게 살아라,"모든 것은 기본에서 시작한다 :실력도 기술도 사람 됨됨이도, 기본을 지키는 손웅정의 삶의 철학",사회과학,예술,True,False,0.3,0.239,0.0716,1
9791192389325,9791193080146,퓨처 셀프 :현재와 미래가 달라지는 놀라운 혁명,느리게 나이 드는 습관 :노년내과 의사가 알려주는 감속노화 실천법,사회과학,기술과학,True,False,0.2,0.351,0.0703,0
9791158510619,9791188469994,타이탄의 도구들 :1만 시간의 법칙을 깬 거인들의 61가지 전략,당신은 결국 무엇이든 해내는 사람 :김상현 에세이,사회과학,문학,True,False,0.1,0.668,0.0668,0
9791192625553,9791198682505,당신의 인생이 왜 힘들지 않아야 한다고 생각하십니까 :쇼펜하우어 아포리즘,나를 소모하지 않는 현명한 태도에 관하여,철학,철학,False,False,0.1,0.668,0.0668,1
9791130689890,9791190538510,내가 틀릴 수도 있습니다 =숲속의 현자가 전하는 마지막 인생수업 /I may be wrong,만일 내가 인생을 다시 산다면 :벌써 마흔이 된 당신에게 해 주고 싶은 말들 42,종교,철학,True,False,0.1,0.668,0.0668,0
9791192300818,9791198752406,마흔에 읽는 쇼펜하우어 :마음의 위기를 다스리는 철학 수업,나는 다정한 관찰자가 되기로 했다 :불안에 휘둘리지 않는 단단한 태도에 관하여,철학,기술과학,True,False,0.2,0.321,0.0643,1
9791158510619,9791167740984,타이탄의 도구들 :1만 시간의 법칙을 깬 거인들의 61가지 전략,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",사회과학,철학,True,False,0.3,0.21,0.0631,1
9791162540640,9791167740984,아주 작은 습관의 힘 :최고의 변화는 어떻게 만들어지는가,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",철학,철학,False,False,0.3,0.21,0.0631,1
9788954682152,9791167740984,작별하지 않는다 :한강 장편소설,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",문학,철학,True,False,0.3,0.21,0.0631,0
9791167740984,9791192300245,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",마흔에 읽는 니체 =지금 이순간을 살기 위한 철학 수업 /Nietzsche,철학,철학,False,False,0.3,0.21,0.0631,1
9788949123493,9791161571188,순례 주택 :유은실 소설,불편한 편의점 :김호연 장편소설,문학,문학,False,False,0.4,0.155,0.0621,0
9791161571188,9791192625553,불편한 편의점 :김호연 장편소설,당신의 인생이 왜 힘들지 않아야 한다고 생각하십니까 :쇼펜하우어 아포리즘,문학,철학,True,False,0.4,0.155,0.0621,0
9791161571188,9791189327156,불편한 편의점 :김호연 장편소설,"물고기는 존재하지 않는다 :상실, 사랑 그리고 숨어 있는 삶의 질서에 관한 이야기",문학,자연과학,True,False,0.4,0.155,0.0621,0
9791140702589,9791161571188,당신도 느리게 나이 들 수 있습니다 :나이가 들어도 몸의 시간을 젊게,불편한 편의점 :김호연 장편소설,기술과학,문학,True,False,0.4,0.155,0.0621,0
9788934972464,9791161571188,"사피엔스 :유인원에서 사이보그까지, 인간 역사의 대담하고 위대한 질문",불편한 편의점 :김호연 장편소설,역사,문학,True,False,0.4,0.155,0.0621,0
9791191859836,9791198013026,나는 읽고 쓰고 버린다 :손웅정의 말,(이미 늦었다고 생각하는 당신을 위한) 김미경의 마흔 수업,예술,사회과학,True,False,0.1,0.614,0.0614,0
9791162540640,9791186805398,아주 작은 습관의 힘 :최고의 변화는 어떻게 만들어지는가,"그릿 :IQ, 재능, 환경을 뛰어넘는 열정적 끈기의 힘",철학,사회과학,True,False,0.1,0.614,0.0614,0
9788957365793,9791191056372,(EBS 다큐프라임) 자본주의,돈의 심리학 :당신은 왜 부자가 되지 못했는가,사회과학,사회과학,False,False,0.1,0.571,0.0571,0
9788954681179,9791197377143,밝은 밤 :최은영 장편소설,"어서오세요, 휴남동 서점입니다 :황보름 장편소설",문학,문학,False,False,0.1,0.571,0.0571,0
9788954682152,9791190538510,작별하지 않는다 :한강 장편소설,만일 내가 인생을 다시 산다면 :벌써 마흔이 된 당신에게 해 주고 싶은 말들 42,문학,철학,True,False,0.2,0.282,0.0565,0
9788932020006,9788954682152,"바람이 분다, 가라 :한강 장편소설",작별하지 않는다 :한강 장편소설,문학,문학,False,False,0.2,0.282,0.0565,1
9788954682152,9791140702589,작별하지 않는다 :한강 장편소설,당신도 느리게 나이 들 수 있습니다 :나이가 들어도 몸의 시간을 젊게,문학,기술과학,True,False,0.2,0.282,0.0565,0
9788954682152,9791130648385,작별하지 않는다 :한강 장편소설,인생은 순간이다 :삶이라는 타석에서 평생 지켜온 철학,문학,예술,True,False,0.2,0.282,0.0565,0
9788936438838,9788949123493,아버지의 해방일지 :정지아 장편소설,순례 주택 :유은실 소설,문학,문학,False,False,0.3,0.185,0.0556,0
9791189327156,9791192836188,"물고기는 존재하지 않는다 :상실, 사랑 그리고 숨어 있는 삶의 질서에 관한 이야기",문과 남자의 과학 공부 :나는 무엇이고 왜 존재하며 어디로 가는가?,자연과학,자연과학,False,False,0.1,0.502,0.0502,0
9791189327156,9791190090261,"물고기는 존재하지 않는다 :상실, 사랑 그리고 숨어 있는 삶의 질서에 관한 이야기",천 개의 파랑 :천선란 장편소설,자연과학,문학,True,False,0.1,0.502,0.0502,0
9788965965046,9788998441012,도파민네이션 :쾌락 과잉 시대에서 균형 찾기,모순 :양귀자 장편소설,철학,문학,True,False,0.1,0.502,0.0502,0
9791168473690,9791191891287,세이노의 가르침 :피보다 진하게 살아라,메리골드 마음 세탁소 =윤정은 장편소설 /Marigold mind laundry,사회과학,문학,True,False,0.2,0.239,0.0477,1
9788994702346,9791188331796,부의 추월차선 :부자들이 말해 주지 않는 진정한 부를 얻는 방법,돈의 속성 :최상위 부자가 말하는 돈에 대한 모든 것,사회과학,사회과학,False,False,0.1,0.474,0.0474,1
9791161571188,9791192836188,불편한 편의점 :김호연 장편소설,문과 남자의 과학 공부 :나는 무엇이고 왜 존재하며 어디로 가는가?,문학,자연과학,True,False,0.3,0.155,0.0466,0
9788954682152,9791161571188,작별하지 않는다 :한강 장편소설,불편한 편의점 :김호연 장편소설,문학,문학,False,False,0.3,0.155,0.0466,0
9788997962129,9791161571188,망원동 브라더스 :김호연 장편소설,불편한 편의점 :김호연 장편소설,문학,문학,False,False,0.3,0.155,0.0466,1
9791161571188,9791188331796,불편한 편의점 :김호연 장편소설,돈의 속성 :최상위 부자가 말하는 돈에 대한 모든 것,문학,사회과학,True,False,0.3,0.155,0.0466,0
9791161571188,9791191859836,불편한 편의점 :김호연 장편소설,나는 읽고 쓰고 버린다 :손웅정의 말,문학,예술,True,False,0.3,0.155,0.0466,1
9791161571768,9791191891287,나의 돈키호테 :김호연 장편소설,메리골드 마음 세탁소 =윤정은 장편소설 /Marigold mind laundry,문학,문학,False,False,0.1,0.448,0.0448,1
9788901276533,9791170610359,나는 메트로폴리탄 미술관의 경비원입니다 :가장 경이로운 세계 속으로 숨어버린 한 남자의 이야기,시대예보 :핵개인의 시대 =Forecast of the times : era of nuclear individuals,문학,사회과학,True,False,0.1,0.426,0.0426,0
9788901276533,9791193080146,나는 메트로폴리탄 미술관의 경비원입니다 :가장 경이로운 세계 속으로 숨어버린 한 남자의 이야기,느리게 나이 드는 습관 :노년내과 의사가 알려주는 감속노화 실천법,문학,기술과학,True,False,0.1,0.426,0.0426,0
9788997575169,9791189686826,원씽 :복잡한 세상을 이기는 단순함의 힘,나는 어떻게 삶의 해답을 찾는가 :고명환의 독서 내공,사회과학,총류,True,False,0.1,0.426,0.0426,0
9788901260716,9791167740984,역행자 :돈·시간·운명으로부터 완전한 자유를 얻는 7단계 인생 공략집,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",사회과학,철학,True,False,0.2,0.21,0.0421,1
9791167740984,9791191056372,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",돈의 심리학 :당신은 왜 부자가 되지 못했는가,철학,사회과학,True,False,0.2,0.21,0.0421,1
9788936434120,9791193128428,소년이 온다 :한강 장편소설,"(펼치는 순간 단숨에 6,000년 역사가 읽히는) 요즘 어른을 위한 최소한의 세계사",문학,역사,True,False,0.1,0.405,0.0405,0
9788936434120,9788954681155,소년이 온다 :한강 장편소설,홍학의 자리 :정해연 장편소설,문학,문학,False,False,0.1,0.405,0.0405,0
